wn,ar...1.,ar...2.,ar...3.,ar...4.,ar...5.,ar...6.,ma,arma...1.,arma...2.,arma...3.,arma...4.,arma...5.,arma...6.,arima...1.,arima...2.,arima...3.,arima...4.,arima...5.,arima...6.,arfima...1.,arfima...2.,arfima...3.,arfima...4.,arfima...5.,arfima...6.,tar...1.,tar...2.,tar...3.,tar...4.,tar...5.,tar...6.,setar...1.,setar...2.,setar...3.,setar...4.,setar...5.,setar...6.,arma_tren1,arma_tren2,arma_season1
-0.034504209,-4.701801445,-1.778441999,-1.714450431,-1.753093489,-1.814457008,-2.596074383,0.262756145,1.944633531,0.727501907,-0.706334917,-0.584981826,-0.398992771,-5.49639017,2.767410151,-2.945489111,-1.974626563,-7.546897166,5.401589328,4.566547338,0.03189013,0.03040431,0.411214501,1.897825022,-5.18502935,-0.936141428,-0.775318576,-0.137838224,0.602685627,-1.251885776,0.131835036,7.076383126,-0.97336559,-0.166443249,0.310941852,-2.49312237,-0.079961698,-0.814444669,0.308468534,-46.99153147,0.331279814
-0.786518254,4.884193019,1.363948519,0.824016762,0.47726237,-0.073211084,-1.683895226,-1.253104115,-1.69044484,-0.895221692,-0.968050643,0.106960172,0.910497142,-7.229449151,3.189590108,-4.030571634,-3.282099533,-8.307317237,6.426279111,5.795021354,-0.301657789,-0.730762274,-0.466532807,0.112365674,-3.458673528,1.516063551,-1.331785562,-0.269075305,-0.352976462,0.458302525,0.532102332,6.631581794,-0.909701041,-2.85601802,-1.727415353,-1.018622695,0.375117285,0.210121793,0.961229183,-55.53877082,1.389298483
0.347677181,-5.19228813,-1.34209382,-0.878916089,-0.748788176,-0.825798846,-2.312020116,-1.02629159,-0.425629498,-1.634846118,-1.23297226,-0.847658564,-0.068432765,-6.974626153,2.273117397,-3.968123205,-5.212141931,-9.149667653,7.156226705,7.577177271,0.586467277,1.23530154,-2.278395017,-0.435148898,-3.07336308,-0.543130999,-1.778205516,-1.131751203,-0.228874614,-0.389490503,0.678386908,7.031494478,0.070931683,1.852462443,1.352658949,-0.103628745,0.179944748,0.175781847,1.665685608,-64.83431439,3.377042969
1.180986472,4.454018834,0.317797045,-0.131148874,-0.2939193,-0.549360021,-2.299858587,0.486070025,-1.286529344,-0.811209056,1.670344614,0.091345708,0.407383411,-6.655126684,1.093198182,-5.884178613,-6.73243137,-8.391804131,6.174018381,8.453257007,-0.560531841,-2.148071442,1.156901415,-0.704977121,-1.403559874,1.698615984,-0.842057285,-2.024359981,-2.469990304,1.731925877,-1.533765019,7.693855849,0.158260314,1.601905682,-0.070012704,0.048456333,1.675584837,2.887417794,2.204993397,-75.0950066,4.372715344
-0.062756944,-2.411326286,1.470171846,1.610405552,1.567898734,1.377546656,-0.472582064,0.612797685,3.182332018,-0.05572428,-0.39579584,-0.363521605,0.74044494,-5.230786027,0.101025527,-5.509129602,-7.681218525,-7.427033592,5.793771083,8.308208458,0.992019312,-1.659137855,-0.68162817,-2.959465403,-1.652796356,-2.859835474,0.587100826,0.025940162,-0.43144046,-1.894411607,-0.488137728,7.224503441,-0.137083097,1.480708225,0.242927368,-0.257809347,2.285520447,1.749153093,1.253219737,-87.64678026,1.913825574
-0.040512193,0.880930372,-1.877332024,-1.450303841,-1.132473412,-0.738244623,-1.714587143,0.286368211,-3.187626514,-0.685309062,0.231879968,-1.595129218,-0.642668339,-1.969562116,-0.984901774,-7.001983498,-9.40366122,-6.246825239,5.269057497,8.08283561,0.238624896,0.190641857,-0.893546091,-0.741797611,-2.320859521,-0.204601107,-1.726788975,-0.617203787,0.240613821,0.025589618,0.981751744,6.51567593,0.558709433,0.229918418,-0.812434823,-0.653444328,0.44754356,-1.099828103,1.791832219,-99.50816778,-3.628869367
0.309954915,-1.140875291,0.402894854,-0.203007572,-0.461285297,-0.643335805,-1.891166384,-0.577300292,1.522188795,0.664609326,-2.260984596,1.167255322,0.411521873,-1.458064528,-0.030212358,-9.669625216,-10.68277185,-4.738653712,6.156803733,6.648139167,-1.085979724,-0.338318335,-0.778952321,-1.35202524,-1.267116384,0.417914342,-1.374927061,0.387778656,0.339626783,0.287496143,-1.254291382,6.40821693,-1.63281082,-1.122516538,-1.086722184,-0.34092595,-0.167447561,-1.775032782,1.286331383,-113.2136686,-5.134569549
0.702846425,0.286266333,-0.90167937,-0.720220671,-0.786649958,-0.99785575,-2.442571174,-1.234127951,-2.163700228,0.484819719,-0.123738349,1.693608662,-1.844095587,0.643933841,1.602126866,-11.18699087,-13.48398903,-3.709394086,5.33736384,5.960221851,0.39339716,-0.238206315,2.400942764,-2.058499016,-0.842809184,1.943915781,-0.586874266,-0.366988869,-0.303451002,2.925566672,-3.533052999,7.056542007,1.134618681,1.322572435,0.254457165,-0.837851077,0.005293308,0.284229403,1.348770132,-127.1512299,-1.4101533
0.138507615,-0.938917562,-0.320606114,-0.609255795,-0.759942858,-1.080420162,-2.879591919,-1.533951398,2.127546504,0.042180201,0.567388048,-0.94166401,-0.265068522,3.135881098,1.792980223,-11.40473999,-15.62256619,-2.215742605,2.99781586,5.972537859,0.941152274,2.213110313,-0.239000181,-0.684363861,-0.137181454,-2.832774512,-1.862323966,0.494761514,-0.001991036,-3.094901962,-0.638255223,6.559833851,0.619619182,1.53323886,-0.855649264,-0.717110709,-0.751133978,-0.070398411,0.843938651,-142.4560613,0.236398088
0.62055478,0.549211611,-0.167571749,-0.234888615,-0.37180848,-0.727982259,-2.887446921,-0.496830677,0.39053995,0.281652997,-1.2438531,1.313312582,1.124922335,2.515861032,1.611312458,-12.08364894,-16.02873947,-2.518985117,2.500216696,4.833271723,-0.893924449,0.410603114,0.233437844,-1.581913053,0.951937795,3.388208841,-0.017919517,0.80905548,0.708410749,-2.335222806,0.296663703,7.840541471,0.497241033,1.945152614,0.416231295,-0.269879708,-0.423999435,0.387115495,2.393765167,-156.5062348,-0.035269075
-0.706285957,1.531717954,2.093037104,2.049497266,1.988827556,1.7348155,-0.572693825,-0.876886656,-1.78165878,-0.268267153,-0.219254133,-0.639427844,1.003849504,4.059111747,1.316847593,-12.84387444,-17.85629417,-2.504955406,3.146611645,3.375740491,1.717435291,0.567399439,0.086666126,1.576710931,2.095690016,-3.333944219,0.693398544,1.120807908,3.053435661,0.786469174,-1.805961927,9.079471273,0.820087743,1.970107898,0.316306819,1.213780542,1.697241093,0.935830095,4.075507882,-171.2244921,-2.984495362
-0.057780978,-2.725115502,-2.183784185,-1.55151907,-1.147686588,-0.652643143,-1.861993786,-1.059042212,1.726484723,-0.483160936,-0.222786124,-0.721090178,-0.743718188,5.317246523,1.341020683,-12.71864327,-20.16584518,-2.780299762,3.828523269,1.420944029,-1.318756747,0.958294506,-1.033366129,2.393998359,3.338290547,3.672444042,-1.719460164,-0.407229168,-0.038748144,-1.830572446,-1.204503128,9.942843382,-0.281456218,0.119236955,-0.927817747,-2.294531797,0.72752375,1.005547875,3.989638083,-188.5103619,-3.520880287
0.74240195,1.750455455,0.171365177,-0.54699659,-0.816917156,-0.963205755,-2.377942904,-0.550426658,0.579365827,0.079762158,0.851114241,0.518380276,-2.023031162,4.647560696,1.42473418,-13.71917746,-21.87546785,-2.729060639,5.476970696,0.233824287,0.394723622,-1.703213922,-0.503775219,0.923455944,5.409409535,-3.058719678,1.295366146,-0.406440226,1.456224373,-0.747444856,0.431035966,10.26933934,-0.014560162,-0.186488532,0.798047331,-0.73347148,-0.245093987,0.94301083,3.011631155,-207.4883688,-3.904142191
0.819503045,-0.865965814,0.640898024,0.764143754,0.627752379,0.324161793,-1.430704519,1.69020669,0.32013589,-1.210186359,0.717555863,0.057918564,-1.475352668,5.287546891,1.726234973,-14.11102393,-22.64253681,-1.347943152,7.067871833,0.827504435,-0.7402531,-0.89679398,-0.291146392,-1.281369474,6.34467161,0.010561734,1.945324319,1.076592919,0.292425449,-0.185144373,-1.193390122,10.14535041,0.740828981,2.064220036,-2.6515673,-0.070681779,-1.365796174,-0.125106627,2.31217575,-226.9878242,-0.526137666
0.152902345,1.013787184,-0.021941258,0.158003576,0.297193189,0.364082669,-1.053216116,0.454367301,-2.798838264,0.677969968,0.631990619,-2.124810603,-1.254636372,4.711774648,1.044442752,-13.70004519,-22.18048403,-0.164734829,6.8428167,0.327071712,0.079708675,-0.71373997,0.269482616,-0.621829234,6.32982724,2.197640389,-1.285794135,-0.310602968,0.497954221,-0.437184768,-0.903566068,9.402146928,2.170615845,1.042664169,0.065793406,-0.393119667,0.746127408,1.245545642,2.457565966,-246.442434,1.070032508
0.378690207,-0.602884996,0.318299973,0.293723112,0.339242789,0.455156537,-0.638371034,-0.155783369,3.117621251,-0.746190994,-0.43612291,-1.040461059,-1.774683141,4.201696859,0.087142607,-11.93406649,-19.52793383,-0.33865033,7.753845142,-0.525250614,-0.46940873,1.01817608,0.425247452,1.951535115,6.549524672,-1.839510305,-0.708311877,0.16685322,0.591061904,-0.75933282,-1.673101606,9.213044826,2.224082517,2.189251885,-1.443357516,-0.741690508,1.516663789,1.405362015,4.186417745,-265.1135823,1.110690199
0.643558126,-0.420792264,-1.090708749,-0.992761071,-0.929464481,-0.781326145,-1.537922691,0.219192793,-1.599417604,1.4947732,-0.080803513,-0.637868245,-0.76567578,5.51870536,1.04859874,-10.9380199,-17.40112265,-0.866906432,7.527530222,-1.021490764,-0.050687159,2.298070654,0.957098028,1.950679712,6.711865787,0.615482154,-0.804041562,-0.352580757,0.836120567,0.503354539,-0.561306297,8.188857385,0.792206813,2.768192367,-0.79319639,0.278251721,0.506009777,0.592237348,6.071924943,-284.4280751,-1.378550608
0.591286325,0.697705593,0.755276056,0.418268663,0.226046108,0.006462098,-1.065137866,-0.915080124,2.004366713,0.350544012,-0.35437927,2.387969707,0.27311892,5.783700831,0.598013993,-8.976102401,-15.26848815,-2.046752712,8.578337985,-2.339269973,1.171569111,0.568063556,-0.339818857,0.685977716,6.985572267,0.720799826,0.512674939,-0.096119082,-0.145769863,2.407735832,1.199125297,10.3089904,0.983541146,1.094404529,0.822747228,0.576056324,-0.283936395,0.05852761,6.259258999,-306.240741,-2.748111006
-0.316917459,-0.511678699,-0.185854087,0.074429469,0.138860946,0.118841174,-0.842367744,-0.648422067,-4.059594725,0.455765536,0.907532501,0.564946516,-1.908750742,5.496157952,0.850159784,-7.959082568,-11.73589249,-2.680788572,9.986115018,-2.051647892,-1.933750372,0.092085557,-0.570970457,0.263954226,4.981504305,-1.25535392,-0.453346416,-1.818675611,1.39933117,-1.937798444,-1.44119765,10.47338518,1.764149413,0.403744271,-0.540482009,-0.392967347,0.043265635,-0.832392057,5.969329837,-329.3306702,-3.992463076
1.271884434,0.012864456,-0.373304738,-0.45508932,-0.433760279,-0.400109903,-1.205777343,1.401766007,0.824664309,-0.239477076,1.038001629,0.388505788,2.579337103,5.276970626,0.823258447,-7.713603725,-9.819117503,-3.388559079,10.5409273,-2.355214194,1.792665303,-0.512072191,-1.108934549,0.170828876,5.152532138,1.080518926,0.863617576,0.871270608,0.627824106,-0.920145332,-0.01983475,11.38826104,-0.618355526,0.891146571,1.478709788,-2.492274693,0.795517469,-0.064740496,8.230928989,-350.669071,-1.103271509
-0.759900452,-0.203526598,-0.042626693,-0.146439656,-0.235324616,-0.351992549,-1.277148197,1.318234568,3.606884158,-0.26729301,-1.319084082,-0.953806025,-0.903747209,4.922492599,-0.127943534,-9.921366926,-8.408769627,-2.909236916,11.89124941,-1.376274776,-0.137089575,0.837662447,-0.626987588,1.259708215,3.770584002,-0.014648381,-1.446561157,0.254652275,0.359475155,0.464684391,0.458443214,10.84438825,-1.066434541,0.878988072,-1.009971181,-2.039912438,0.92339658,-0.608197473,10.22255296,-373.077447,2.119303949
-0.705761113,-1.522468869,-1.68859213,-1.690998842,-1.729175269,-1.846439827,-2.855076185,0.312135354,-5.626052097,0.337889932,-1.064630715,-1.386599976,0.302035774,5.401400119,0.275536944,-11.8132316,-6.963216355,-3.099853332,12.19171922,-0.277776479,0.630809312,2.428012988,-1.092078173,1.536062255,3.593238559,0.404043942,-0.710506001,0.292721059,1.504208714,2.222338138,-1.65318531,9.343118046,0.813710382,0.383205529,1.006186417,-1.910638278,1.011335599,0.99430452,11.62763085,-396.8723692,2.347887756
1.117257591,0.995003237,0.300218107,-0.206118861,-0.548136272,-1.113794676,-2.944787311,-0.397757079,5.402916281,-1.472948943,1.114038608,1.750804366,0.926657897,3.49119241,0.45430534,-12.63303302,-7.302842827,-2.545269067,13.37974948,1.158240798,1.070802785,2.319908862,-0.290033813,0.151154972,1.133542196,-1.738295954,-0.482918954,-0.362208228,-1.403283057,0.424434273,-1.205333417,8.008450924,3.439601872,-1.019240238,0.041335151,-0.039599521,1.047015474,1.819070812,11.50222048,-422.9977795,0.833291382
0.334829244,1.138533317,1.913948987,2.054648116,1.979222603,1.588518359,-0.61627235,-2.306745321,-1.677715176,-0.618504321,-1.379206432,-0.665112989,2.626308643,1.98463513,1.892107785,-12.11661911,-8.983954247,-1.516100711,11.5662295,0.525323679,-3.759319042,-1.231564321,-0.88034924,-0.523776358,0.53865857,0.637341201,2.435451308,1.499569914,-0.269730292,1.330293763,-1.384476157,9.915966415,2.080752464,0.429604121,-0.194212541,1.615537481,0.724441344,-0.314468759,9.449501253,-451.8504987,-3.165737068
0.068150136,-1.595922754,-1.336822364,-0.776707581,-0.373320509,0.064164575,-1.125887885,-0.10061112,-1.124698703,-0.806600694,0.046445625,-0.384924668,0.111338695,2.506010625,2.312335494,-12.26462285,-7.971423012,-1.498534393,9.838720686,-1.302571532,2.456384881,-3.370196092,-0.396329084,-2.198133701,0.680507206,-2.157192099,-2.296015884,0.498460071,0.991543747,-1.546221673,0.365198561,10.03360774,-0.593431862,1.060570999,0.105028072,0.931272863,-1.5636637,0.859371787,8.269624756,-480.6303752,-3.008411673
-0.345520266,1.096050977,0.194449444,-0.262608744,-0.377611553,-0.314613672,-1.353578598,-0.781837743,1.054301117,-1.268567162,-0.635817881,0.165500012,2.09929353,4.168888802,2.185942527,-11.78282634,-8.278430579,-0.153838798,9.227662931,-2.18698656,0.471879751,-0.006457866,1.22259822,-2.393030904,0.189623808,2.747577492,-0.74927792,-0.154303149,1.122716331,-0.202537154,0.727543541,9.610930768,1.631106831,0.249187041,0.583823177,-2.145328971,0.040927385,1.4176813,10.34584795,-506.954152,-0.675650913
0.906768553,0.266146802,1.174812904,1.278853556,1.214831526,1.126747212,0.034371943,-0.136436532,-0.72807242,-1.710025662,0.331554662,-1.54780185,1.480276106,3.976997334,2.521019964,-12.69591352,-8.809418766,0.561792534,8.396718642,-3.176176195,0.738975082,0.670028592,1.137808925,1.200872305,0.012419686,-0.390964166,1.107646721,-0.565929755,-0.15272206,0.736669732,-0.160852433,9.139553956,1.054579744,-0.375808292,-0.4146437,-1.516636215,0.331706829,-0.319325097,12.65919264,-533.8408074,2.069373167
0.196105189,-0.873528067,-1.103921107,-0.761881301,-0.512512793,-0.183297061,-0.603061197,2.353072076,0.098183314,-0.381495376,1.473707215,0.466712449,1.619226331,-0.336249876,1.425156811,-13.25904181,-10.08980083,0.129048373,5.364354227,-4.13619799,-0.903908604,-1.977174834,0.688934773,1.599958069,-0.382744702,0.112154508,-2.239410434,0.807474539,0.78511137,-1.85056702,2.207279459,8.767714276,0.660092005,-0.119759801,-0.007618689,-0.700342067,1.37068477,-2.4525179,13.31010157,-563.1898984,1.240226099
-0.712898009,1.079447619,0.734840801,0.369460489,0.242021079,0.219953534,-0.249482719,-0.298431019,-1.107112119,-0.64551465,1.136250219,-2.901994494,2.358723601,-1.108684301,0.405981526,-13.18207441,-10.67214715,-0.056939209,3.279737219,-4.842561188,-0.657150862,1.221439202,0.815368833,1.844164434,-1.087437881,-0.53357623,-0.461165629,-0.476012785,-1.716836113,0.579220591,0.861561647,10.78285602,0.680639923,-1.367633156,-0.358916278,-0.100330102,0.161136749,1.15351753,11.94980536,-595.3501946,-2.260746405
-1.567673734,-2.434365539,-1.756799002,-1.499808731,-1.438660574,-1.374881268,-1.687397128,-0.164551561,0.758858483,1.573051706,0.123370953,-0.069360481,-0.446886481,0.566830001,0.639107227,-13.50436605,-10.59010546,-1.088818131,3.934910364,-3.715991705,-0.931451718,1.198686703,0.835433049,1.309641939,-0.212001052,1.766146809,-1.024422716,-0.083766779,-2.203295012,0.342093278,-0.121665635,11.86716556,-1.839489823,0.47979531,-0.314344702,-1.480721132,0.918770148,1.969396335,10.48332481,-628.4166752,-5.25499254
1.783998069,2.576058743,1.087849358,0.53511063,0.2412637,-0.16482275,-1.133527658,0.158873112,1.368127192,1.511829512,-0.610365466,0.992112611,-1.285322951,0.45525523,0.241752447,-13.49193125,-10.9304255,-0.945581032,2.892322187,-3.70931293,2.933515817,2.506935925,-0.663014781,0.12348786,0.196725896,-2.246526278,-1.007159185,-0.406884497,2.233432159,1.291531284,1.317938825,12.31015104,-1.067819549,0.271826108,-0.630907542,-0.912573825,0.784052505,0.345598797,9.16605356,-662.1339464,-3.577025639
-0.846690518,-2.883612287,-1.000299162,-0.618670482,-0.541033049,-0.631088519,-1.585334311,-1.729462653,-1.086808504,0.519935842,-0.295462637,-0.353246206,-0.047705997,-0.981737275,0.070626992,-14.14890915,-11.11939348,-1.667579235,2.658844029,-4.229900721,-2.513136291,1.107967726,-0.252858668,-0.28559018,-0.120761392,0.894247208,-0.043465653,0.383008398,1.015783527,-2.060635654,-0.484469869,11.4516671,-0.253549656,-1.951941447,-0.012401494,-0.045555221,-1.111488723,-0.922432758,10.03353461,-694.4664654,-0.935648422
-2.516950599,1.961880811,-0.233250582,-0.571503199,-0.687473552,-0.885805655,-2.060171127,-2.457954149,-0.902226716,0.509126384,0.53675818,-1.519528621,0.805677708,-2.98733274,-0.120885611,-13.97303431,-10.32358635,-0.770219358,2.031512501,-2.843448431,1.667659438,1.279805866,0.401434566,1.019319668,-1.047880091,0.902502203,0.856650029,0.66483944,-0.510089137,-0.555988273,-0.483927502,12.28524914,0.5930668,0.669288021,1.391788367,-0.642088063,-0.578474258,0.36470465,11.2745807,-727.2254193,0.977355385
-2.076405916,-1.143357513,0.71563545,0.679485537,0.553587862,0.268012955,-1.231818798,-2.510336766,1.489155499,-0.516037738,0.384761491,-1.507195491,0.561015056,-3.043521041,-0.840217108,-13.98147971,-9.983126593,-2.316619394,1.785552603,-1.974744159,-1.460884905,0.68150893,0.649408544,0.55840604,-2.200399112,-0.846055052,-1.02937838,-0.374690913,2.074573888,-1.06972757,-0.441344715,11.55693531,0.085060379,2.531488321,-1.796141255,-0.341965828,0.133666312,-1.565522211,12.03672567,-761.2632743,-0.43502189
1.587290362,-1.22568322,-2.540959162,-2.322653536,-2.199346196,-2.1474998,-3.3633419,-1.491828226,0.470829988,-0.623764622,1.182836314,0.337982134,-0.462011387,-2.211129155,-3.030299618,-14.03832362,-10.26887184,-4.307840844,1.483376106,-1.168962056,1.045654222,-2.092061773,-0.024696073,0.077906897,-3.47677439,0.358132751,-0.309439194,-0.893120803,0.681806907,-1.898039669,1.165661076,12.18881356,0.515751588,2.515724101,-2.126740342,0.611525306,0.074676603,0.129700584,11.6292557,-797.2707443,-0.439246238
0.134890477,1.944669392,1.857938159,1.073819848,0.621619875,-0.017445426,-2.185453216,-1.780299498,-0.513819734,-1.942307723,-1.157088819,-0.181804277,0.071123131,-1.456256666,-3.18803869,-16.00318443,-10.38967508,-5.466045196,1.214110114,-1.948431326,-2.188983172,1.665382037,0.915794496,-0.205249652,-3.840322707,0.309937328,1.750207525,0.603984171,0.19464914,-0.255435739,-2.441458553,13.23457934,-0.52760507,2.678519746,-0.719696776,-2.207487855,0.923663713,-0.656899097,13.04467964,-832.2553204,-2.539759275
0.988289189,-1.719039199,-0.712012009,-0.07621873,0.093325242,0.024185084,-1.93574464,-0.189136578,-1.352404901,-0.527312792,0.917911764,1.248841316,0.564245994,-2.222989098,-2.660576614,-17.26470388,-11.31046099,-6.5818732,0.970560387,-1.485811623,2.491648091,1.22199825,0.287910966,-0.016940659,-3.485205447,-1.362318797,-2.797880338,0.505472102,0.320149029,-0.096734222,-1.151045674,11.58611634,0.300758947,0.913447194,-0.281299194,-0.643532497,-1.406440596,0.444966143,15.48213045,-867.0178695,-4.540479128
-2.249884165,-0.12824401,-1.390574485,-1.667757415,-1.666046764,-1.665705255,-3.417549464,2.512859004,1.013572238,-0.163783074,-1.017528503,-0.514433512,-0.048048665,-3.278671843,-3.937471407,-19.07401871,-11.69250373,-5.709815934,-1.315957251,-0.143170775,-1.771151817,0.526219939,0.083741788,-0.613473227,-3.469995791,2.531393966,0.063349048,-0.856770403,0.565711218,1.339345037,-0.590153791,10.45239958,0.027339194,-0.547406918,0.106804458,0.20505674,1.254659153,-2.19322727,15.3256213,-905.1743787,-1.53056322
-0.489497704,-2.546586881,-2.105776696,-2.495230748,-2.828611166,-3.328288592,-5.737801008,-0.026965112,-1.482023992,-0.181676471,0.476121175,-0.901665172,0.644249372,-3.78708284,-2.70571907,-21.19056415,-12.92663013,-5.239235692,-2.240957126,1.277240168,2.109724792,0.036931569,0.369660927,-0.34239947,-3.737652562,-3.278463052,2.621790211,1.096620288,1.227015904,-0.796675384,0.83709675,9.670258071,0.696996066,-0.870436494,-1.081546851,0.669310709,1.36117931,0.619622198,13.18657408,-946.1134259,1.450457664
-1.118502535,1.966921913,0.517304399,-0.075483205,-0.607867396,-1.656321716,-5.489027186,0.015520562,0.898322808,0.372198511,1.3744611,0.114358481,-1.287388154,-1.208384583,-2.174473931,-22.26832814,-12.25062808,-4.755342398,-2.575161057,0.979101754,-1.147611217,0.105243676,0.087516716,-0.370316393,-5.134998213,2.242656346,-1.492179676,-0.174789476,2.291253876,1.377242153,-0.594127122,10.80130412,-0.408765623,-0.584943882,-0.695884362,-0.543750292,-0.205655735,0.290802805,13.09096508,-985.8090349,1.85978005
